Harry Potter	marauding:46,dreaded:39,screaming:45,thin:33,making:31,disguised:41,dashing:47,supplying:37,charming:42,charming:47,charming:49,identified:38,celebrated:39,playing:39,lined:33,commanding:38,determined:44,determined:46,printed:28,convicted:39,dignified:46,celebrated:45,celebrated:47,celebrated:48,ruthless:37,feared:43,loved:49,questioning:33,commissioned:40,pulled:28,dazzling:33,loved:47,dependent:44,accomplished:43,commanding:41,coached:40,slumbering:47,beautiful:44,soft:40,lurking:38,feathered:36,loving:46,deluded:37
Lord Voldemort	
Albus Dumbledore	expert:45
Heath Ledger	qualified:40,loving:49,charming:38,loving:47,loving:41,printed:28,struggling:39,charming:44,smoldering:48
Helen Keller	speaking:39,speaking:44,disgruntled:44,disgruntled:49,muted:28
Henry Ford	making:38,close:47,pioneering:38,organizing:35,making:31,distinguished:39,pioneering:45,pioneering:46,pioneering:43,pioneering:42,ambitious:43
Henry James	artistic:40,revered:42,spiritual:31,inspired:47,loved:47,inspired:45,inspired:44
Henry Kissinger	celebrated:45,trusted:47,trusted:46,visiting:45,counseling:45,unromantic:36,looting:48,trusted:39,trusted:40
Henry Miller	traveling:43,writing:44,writing:40,traveling:35,territorial:28,thoughtful:47,credited:44
Hercule Poirot	astute:44,astute:43,trustworthy:47
Hillary Clinton	lying:47,raving:40,convicted:42,killing:48,tasty:25,honored:35,entertaining:43,entertaining:42,lying:35,leading:41,revered:47,questioning:33,lying:48,educated:40,elected:40,ruling:41,shining:45,leasing:35,informed:42,hardened:48,inspired:44,trusted:33,lined:33,entertaining:38,naughty:31,elected:47,scheming:42,crazed:44,crazed:45,crazed:46,crazed:47,towering:47,hateful:44,unconventional:41,expressive:25,revered:42,appalling:40,cheating:37,rustic:28,distinguished:42,scheming:45,respected:48,scheming:47,scheming:46,qualified:40,celebrated:45,scheming:43,celebrated:47,celebrated:48,branded:36,respected:45,scheming:48,respected:47,respected:46,humming:35,crowded:41,crowded:42,twisted:45,twisted:48,twisted:49,bad:47,jumping:36,elected:41,elected:38,targeted:38,charismatic:38,loving:44,disgruntled:46,loving:46,loving:47,loving:41,coached:31,polished:41,respected:44,inspiring:44,respected:38,crusading:33,liberal:31
Homer	artistic:42,artistic:46,artistic:47,artistic:44,revitalized:41,sedate:28,admired:47
Homer Simpson	enduring:45,enduring:40,scared:46,philosophical:46
Howard Hughes	ostentatious:43,enterprising:43,pampered:39,ostentatious:37,inspired:36,planning:37,leasing:31,self_reliant:42,producing:36,pioneering:45,creative:40,ostentatious:41,obsessed:44,ostentatious:46,obsessed:41,inspired:43,inspired:40,inspired:47,inspired:46,exposed:41
Howard Stern	faded:48,smiling:42,locked_on:38,entertaining:42,whipping:33,faded:46,competitive:43,competitive:42
Hugh Grant	dashing:48,commanding:41,sophisticated:48,dashing:44,printed:28,dashing:38
Hugh Hefner	publishing:28,leasing:31,ostentatious:37,overbearing:39,overbearing:41,excitable:46,pioneering:45,pioneering:38,pioneering:41,ostentatious:46
Hugh Jackman	celebrated:44,celebrated:45,celebrated:46,celebrated:48,charming:42,struggling:39,charming:44
Hulk Hogan	beloved:47,acknowledged:40,acknowledged:45,acknowledged:47,acknowledged:46,acknowledged:48,big:45,shining:40
Humphrey Bogart	celebrated:48,loved:49,celebrated:44,celebrated:45,celebrated:46
Imelda Marcos	trucking:31,ruling:47,ruling:45,defended:45
Indiana Jones	celebrated:45,pioneering:39,pioneering:45,commanding:38,distinguished:45,pioneering:48
Jack Bauer	finding:31,devout:42,armed:48
Jack Kerouac	articulate:46,articulate:44,thoughtful:47,primitive:28,articulate:40
Jack Nicholson	celebrated:44,celebrated:45,celebrated:48,loving:46,trusted:42,imprisoned:39,loved:47
Jack The Ripper	downloaded:40,qualified:42,coded:37,functional:28,hotheaded:45,coded:41,predetermined:42
Jackie Chan	celebrated:44,celebrated:45,celebrated:46,celebrated:47,celebrated:48,commanding:38,commanding:40,respected:45,respected:44,acclaimed:33,outsourcing:36,admired:47
Jackson Pollock	artistic:42,artistic:47
James Bond	coached:31,celebrated:45,charging:38,celebrated:48,commanding:38,thin:33,systematizing:33,printed:28,threatening:46,admired:44,fighting:43,lonely:47
Auric Goldfinger	unethical:45,unethical:48,trading:42
Ernst Stavro Blofeld	astute:37
Dr. Julius No	stemmed:39,exposed:38,dreary:41
Sir Hugo Drax	dashing:48,flamboyant:41,flamboyant:37
Le Chiffre	misguided:48
James Dean	artistic:43,celebrated:42,celebrated:44,celebrated:45,celebrated:47,celebrated:48,commanding:38,dashing:44,singing:39
James Franco	celebrated:48,dashing:44,celebrated:44,celebrated:45
James Joyce	articulate:46,articulate:44,thoughtful:47,articulate:40
James T. Kirk	qualified:40,qualified:41,unproductive:37,toned:42,speaking:31,leading:40,accountable:25,leading:47,eminent:44,qualified:36,distinguished:46,articulate:44,pervasive:45,primitive:28,political:25
Jamie Oliver	cooking:38,cooking:37,friendly:47,artistic:44,acclaimed:33
Jane Austen	published:40,bungling:33,published:44,artistic:45
Janis Joplin	artistic:43,artistic:47,artistic:45,artistic:48,flamboyant:42,loved:47
Jar Jar Binks	genuine:48,thumping:35
Jason Bourne	clandestine:46,clandestine:47
Jay Leno	trusted:47,entertaining:42,entertaining:43,avid:40,avid:44,unfriendly:43,beloved:48
Jay-Z Carter	artistic:43,artistic:40,leading:40,artistic:44,artistic:36,entertaining:43,dashing:41,dashing:44,dashing:45,dashing:46,selling:36,educated:44,playing:36,playing:35,hardened:45,educated:40,respected:39,playing:31,spunky:25,inspired:41,trusted:36,helpful:40,qualified:41,inspired:44,beginning:25,educated:36,macho:41,leasing:31,reporting:35,acclaimed:33,flying:36,playing:39,questioning:44,tracking:39,distinguished:44,distinguished:42,reigning:47,distinguished:40,respected:48,celebrated:42,scheming:46,qualified:40,celebrated:45,celebrated:46,inspired:39,trusted:47,trusted:43,trusted:45,trusted:44,respected:45,respected:47,respected:46,dashing:38,dedicated:41,humming:35,educated:39,trusted:41,dedicated:45,honored:35,glaring:40,admired:44,armed:42,leasing:35,playing:42,glaring:41,exporting:36,stunning:47,commanding:41,playing:44,visual:28,respected:42,accomplished:48,listening:31,trained:46,hardworking:42,bumbling:47,earthy:28,bumbling:44,respected:38,bumbling:48,reporting:40,playing:37,counseling:36
JD Salinger	
Beyoncé	
Jeff Koons	romantic:47
Jenna Jameson	commanding:38,detonating:37,artistic:44,beautiful:48,alluring:44,beloved:47,photogenic:48,scared:44,photogenic:40,beautiful:46,photogenic:44,photogenic:46
Jeremy Clarkson	writing:45,writing:37,commanding:28,trusted:42,demonstrating:31
Piers Morgan	
Jerry Lee Lewis	trusted:37,adept:25,skeptical:28,caring:38,questioning:44,qualified:41,crafting:31,producing:36,educated:36,predetermined:41,playing:47,teaching:33,helping:40,hardened:39,listening:31,trained:46,accomplished:31,playing:33,training:43,shocking:36,amortized:37,dependable:41,athletic:36,successful:37,reigning:47,leasing:35,leasing:31,inspired:39,inspired:36,observant:42,supportive:40,intrepid:45,hardworking:42,speaking:31,selling:36,playing:37,playing:36,playing:35,educated:40,stuffed:40,inspired:43,inspired:40,playing:39,inspired:44,dashing:41,distinguished:46,distinguished:44,distinguished:42,respected:48,entertaining:38,trusted:48,counseling:42,trusted:46,trusted:45,trusted:44,trusted:43,trusted:42,respected:47,respected:46,accountable:25,entertaining:45,playing:42,humming:35,commanding:41,accredited:37,playing:49,strict:38,earthy:28,artistic:43,artistic:40,entertaining:43,entertaining:42,entertaining:40,dashing:44,dashing:45,dashing:46,visual:28,respected:38,informed:41,trusted:33,trusted:36,informed:44,accomplished:35,macho:41,winning:33,singing:42,accomplished:39,trusted:47,unbiased:36,clever:46,entertaining:35,celebrated:45,respected:45,respected:44,trusted:41,admired:44,accomplished:42,famous:40,accomplished:40,accomplished:47,commanding:28,accomplished:48,elected:35,devoted:40,athletic:42,honored:42
Jerry Lewis	artistic:40,celebrated:44,artistic:45,entertaining:43,entertaining:42,artistic:48,entertaining:40,trusted:41,elected:35
Jerry Seinfeld	entertaining:43,entertaining:42,artistic:48,sophisticated:44,artistic:44
Jerry Springer	honored:35,commanding:28,sitting:25,charming:42,charming:45,charming:48
Jesse Jackson	promising:36,trusted:47,campaigning:47,campaigning:44,campaigning:41,campaigning:39,dedicated:47
Jim Jones	revered:38,trusted:47,trusted:44,revered:47,armed:42,flamboyant:41
Jim Morrison	celebrated:42,singing:37,artistic:46,singing:39,singing:43,singing:42,commanding:38,artistic:48,coached:40,distinguished:47
Jimi Hendrix	celebrated:43,cherished:47,celebrated:45,celebrated:47,celebrated:48,commanding:38,singing:42,systematizing:33,inspired:42,admired:47,primitive:28,singing:39
Jimmy Cagney	sophisticated:48,sophisticated:44
Jimmy Carter	farming:42,viewing:40,cherished:47,elected:47,elected:45,elected:40,elected:41,distinguished:48,qualified:40,distinguished:45
Jimmy Stewart	celebrated:48,celebrated:44,loved:47,celebrated:45
Joan Rivers	entertaining:43,entertaining:42
Joaquin Phoenix	qualified:40,celebrated:45,appealing:44,celebrated:48,noble:35,qualified:36,celebrated:44,loved:47
Joe Biden	
Joe Louis	seasoned:40,fearless:28,ranking:38,seasoned:36,fighting:47,beefy:41,beefy:46,playing:39
Johann Sebastian Bach	singing:37,singing:43,singing:42
John Belushi	sophisticated:44,sophisticated:48,merry:43,merry:42,systematizing:33,beloved:47
John Dillinger	convicted:48,convicted:42,convicted:45,convicted:46
J. Edgar Hoover	touching:47,touching:42,elected:45,honored:38,elected:41,husky:28
John Grisham	commanding:38,hitting:28,storytelling:40,articulate:45,articulate:44,articulate:40
John Keats	romantic:46
John Lennon	compassionate:44,artistic:43,celebrated:42,singing:39,inspired:39,commanding:38,loving:46,loving:47,loving:41,loved:48,inspired:48,feisty:44,dealt:33,inspired:42,crafting:31,shining:40,inspired:45,inspired:44
John Maynard Keynes	repossessed:41,defended:45
John McCain	winning:36,disciplined:43,disciplined:41,political:41,winning:46,friendly:47,elected:35,elected:41,supportive:40,challenging:40,fighting:48,dashing:33,political:46,fighting:43,practical:31
John McEnroe	seasoned:39,accomplished:40,astute:37,winning:39,trusted:42,gifted:41,acclaimed:48,acclaimed:47,acclaimed:46,distinguished:44,acclaimed:40
John Travolta	commanding:40,commanding:41,uncontested:40,convicted:45,acclaimed:33,beloved:47,convicted:39,acclaimed:48,acclaimed:46,acclaimed:45,acclaimed:44,elevated:41
John Wayne	commanding:31,singing:46,celebrated:44,celebrated:45,commanding:37,celebrated:48,masked:47,armed:46,commanding:48,systematizing:33,commanding:41,commanding:40,riding:28,loved:47,endearing:62
Johnny Cash	artistic:42,artistic:43,artistic:47,celebrated:46,artistic:45,celebrated:48,commanding:38,artistic:48,inspired:39,loved:47,towering:47,singing:33,shining:40,firm:48
Jon Stewart	acerbic:43,acerbic:42,artistic:45,entertaining:42,artistic:48,revealing:33,recruiting:41,acerbic:38,visiting:35,fixed:41
Jonathan Swift	articulate:46,acerbic:38,articulate:44
Joseph Goebbels	deceptive:40,planning:41,planning:43
Joseph Stalin	ruthless:47,toppled:48,toppled:46,toppled:47
Judas Iscariot	detestable:33,ordained:43,detestable:46,ordained:42
Judge Judy Sheindlin	
Julia Child	cooking:38,cooking:37,artistic:44,courteous:42
Julia Roberts	artistic:36,spoiled:46,dutiful:40,celebrated:44,celebrated:45,celebrated:46,stunning:44,celebrated:48,alluring:44,loving:47,loved:35,printed:28,anointed:40,demonstrating:31
Justin Bieber	
Justin Timberlake	dashing:48,celebrated:42,celebrated:44,singing:43,celebrated:46,celebrated:47,celebrated:48,stunning:44,loving:47,loving:41,visual:28,stunning:33,grinning:46,singing:36,stunning:38
Kim Kardashian	
Kanye West	artistic:42,artistic:43,singing:46,artistic:47,playing:45,uncontested:40,artistic:48,acclaimed:33,distinguished:39,beloved:47,silly:44,artistic:36,playing:41,hopping:25,outsourcing:36,visiting:35,primitive:28,excited:39
Karen Carpenter	performing:43
Karl Lagerfeld	landscaping:40
Karl Marx	trustworthy:47,researching:38,pioneering:38,spending:33,pioneering:45,probing:40,probing:42,probing:46
Karl Rove	raving:37,accused:38,teaching:44,training:35,helpful:40,planning:45,advising:40,advising:41,planning:42,commanding:39,commanding:38,tailored:31,staggering:43,scheming:47,scheming:46,celebrated:45,advising:43,trusted:47,duplicitous:33,counseling:45,controlling:44,controlling:38,commanding:47,commanding:40,commanding:41,commanding:48,advising:39,scheming:39
Kate Moss	lingering:44,loving:48,loving:47,arrogant:41,beautiful:44,glowing:35,beautiful:48,admired:44,vain:46,beautiful:47
Keith Moon	storytelling:39,thumping:35
Keith Richards	celebrated:48,celebrated:42,cherished:47,singing:39,singing:42
Kevin Smith	artistic:40,committed:44,unproductive:37,inspired:36,artistic:48,crafting:31,blogging:46,friendly:47,producing:36,blogging:45,celebrated:44,inspired:41,excited:38,inspired:46,inspired:45,inspired:44
Kim Philby	secretive:42,secretive:31,secretive:46,secretive:47,systematizing:33,high_ranking:41,informed:46
King Lear	lined:33
Kobe Bryant	showy:46,trusted:44,winning:39,trusted:42,showy:48,armed:42,molesting:46,supporting:39,informed:42,trusted:36
Kurt Cobain	revered:48,cherished:47,singing:39,singing:43,singing:42,revered:42,revered:47,revered:46,admired:48
Kurt Vonnegut	writing:44,writing:40
Lance Armstrong	loving:39,determined:43,riding:28,leasing:35,commanding:38,riding:31,winning:47,beloved:47,playing:36,injured:44,acclaimed:48,acclaimed:47,acclaimed:46,acclaimed:45,primitive:28,acclaimed:40
Lara Croft	celebrated:35,celebrated:48,bold:43,adventurous:35,printed:28,dashing:46,intrepid:44,intrepid:45,intrepid:39,charming:46,commanding:38,spirited:44,intrepid:48
Larry David	published:42,published:44,merry:43,outsourcing:36,inspired:41,thoughtful:47,credited:44,sparkling:48
Larry Flynt	advertising:28,advertising:36,revered:48,revered:38,overbearing:39,selling:37,selling:31,sleazy:35
Larry King	thoughtful:47,trusted:42,reporting:28,thoughtful:44
Lee Harvey Oswald	romantic:43,brainwashed:40,tortured:44,romantic:47,unfriendly:46
Gordon Gekko	standardized:42
Lee Marvin	sophisticated:48,dashing:40,sophisticated:44,irksome:42
Leni Riefenstahl	making:31,artistic:36,artistic:40,deceptive:40
Lenny Bruce	acerbic:38,acerbic:43,acerbic:42,clever:47
Leo Tolstoy	writing:44,writing:40
Lex Luthor	twisted:42,lurking:42,generous:37,devious:48,friendly:47,obsessed:47,twisted:47,twisted:45,twisted:48
Lindsay Lohan	appealing:47,visual:28,charming:42,struggling:39,stunning:33,charming:46,convincing:41,sensual:33,bumbling:36,spoiled:45,spoiled:46,spoiled:48,spoiled:49,gifted:43,celebrated:42,celebrated:47,sensual:42,famous:40,stunning:44,misguided:42,threatening:46,threatening:43,scared:44
Linus Torvalds	trucking:31,building:36,building:31,revered:38,coached:40,revered:41,revered:47,revered:46,revered:45,pioneering:43,powerful:47,inspired:44
Lisa Simpson	coached:40,debauched:46
Lois Lane	trusted:47,trusted:45,informed:45,trusted:41
Lord Byron	expert:46,expert:45,capable:48,revitalized:41,expert:43
Lou Reed	cherished:42,cherished:47,singing:39,singing:43,singing:42,artistic:48,cherished:48,trusted:41,artistic:45
Louis Armstrong	artistic:43,celebrated:43,celebrated:45,celebrated:46,celebrated:48,gifted:37,playing:33,accountable:25,inspired:42,playing:39
Luciano Pavarotti	gifted:48,gifted:43,gifted:46
Ludwig Van Beethoven	inspired:43,inspired:48,inspired:47
Luis Suarez	undertaken:39,sacrificing:44,transplanted:40
Luke Skywalker	celebrated:45,celebrated:48,dashing:41,cherished:48,loved:49,devoted:47,loved:47
Niccolò Machiavelli	
Madonna	moaning:45,revered:41,revered:48,revered:47
Mae West	flashing:48,flashing:45
Mahatma Gandhi	commanding:38,campaigning:47,campaigning:44,activist:31,campaigning:41,campaigning:39,fighting:48,fighting:46
Norma Desmond	celebrated:48,celebrated:45
Mao Tse-tung	rippling:44
Marcel Duchamp	imaginative:46,imaginative:47,imaginative:42,trustworthy:47,imaginative:25
Marco Pierre White	hardened:41,advertising:28,playing:31,coached:31,scared:33,qualified:41,supervising:43,venerated:44,educated:36,dependable:31,junior:42,playing:44,blended:33,fighting:37,trained:48,enterprising:44,planning:41,planning:42,blended:40,honored:35,inspired:39,armed:42,sophisticated:43,sophisticated:45,whizzing:28,singing:33,hardworking:42,pioneering:42,disciplined:43,selling:31,revered:47,playing:37,playing:36,playing:35,educated:40,charming:46,inspired:42,inspired:40,gathering:36,playing:39,inspired:44,devoted:39,sitting:25,challenging:41,accountable:25,distinguished:42,respected:48,trusted:47,penning:35,respected:43,respected:42,trusted:43,trusted:42,respected:47,respected:46,pounding:37,promising:40,humming:35,commanding:40,commanding:41,commanding:42,accredited:37,playing:49,catching:31,bumbling:43,bumbling:44,strict:38,earthy:28,advertising:36,artistic:40,entertaining:43,entertaining:42,entertaining:35,dashing:44,dashing:45,entertaining:44,leading:33,respected:38,trusted:33,shining:45,helpful:40,trusted:36,unbiased:36,shining:43,accomplished:37,writing:33,singing:42,commanding:38,accomplished:39,trusted:45,artistic:36,trusted:44,celebrated:44,celebrated:45,celebrated:46,celebrated:47,celebrated:48,respected:45,respected:44,intimidating:41,dedicated:40,designated:38,trusted:41,leading:40,appointed:35,unbiased:31,advertising:42,accomplished:40,published:45,inexperienced:38,throwing:28,commanding:28,accomplished:31,devoted:40
Marco Polo	celebrated:48,traveling:45,traveling:40,banking:41
Margaret Thatcher	trusted:47,trusted:43,spunky:35
Marge Simpson	debauched:46
Mariah Carey	lined:33,spoiled:46,celebrated:45,celebrated:46,celebrated:47,celebrated:48,commanding:38,singing:36,singing:37,celebrated:42,acclaimed:33,visual:28,devoted:43,scared:44,singing:43,admired:44,reigning:41,singing:39
Marilyn Monroe	accomplished:42,spoiled:46,celebrated:45,celebrated:46,celebrated:48,celebrated:42,detonating:37,printed:28,alluring:45,helpful:40,famous:40
Mark Twain	biting:38,entertaining:38,artistic:45,writing:44,writing:45,entertaining:40,writing:40,questioning:33,loved:47,enduring:40
Marlene Dietrich	celebrated:48,singing:45,singing:40,singing:43
Marlon Brando	celebrated:48,beloved:47,understanding:42,celebrated:44,celebrated:45
Martha Stewart	enterprising:41,printed:28,friendly:48,enterprising:45,celebrated:45,scheming:43,celebrated:48,charming:42,respected:45,spoiled:46,unbalanced:37,imprisoned:39,beloved:47,imprisoned:45,enterprising:44,pampered:39,imprisoned:42,loving:36,celebrated:38,imprisoned:48
Martin Luther King	experienced:45,hardened:45,encouraging:33,national:28,powerless:42,reporting:37,prestigious:35,questioning:44,qualified:40,qualified:41,anointed:36,supervising:43,reigning:42,educated:39,educated:36,exciting:38,loving:44,inspiring:42,qualified:33,inspiring:40,inspiring:44,qualified:39,reporting:45,fighting:37,feathered:36,artistic:36,diabolical:45,strong:37,raving:33,arrogant:43,playing:39,fighting:47,cynical:28,fighting:45,fighting:43,reigning:47,leasing:35,leasing:31,supportive:33,inspired:39,guiding:42,crusading:45,connecting:37,targeted:38,disgruntled:46,undisciplined:25,hardworking:42,reporting:35,playing:37,playing:36,playing:35,educated:47,educated:40,charming:45,inspired:43,inspired:42,inspired:41,inspired:40,inspired:47,inspired:45,inspired:44,devoted:39,challenging:45,distinguished:46,distinguished:40,respected:48,entertaining:38,trusted:47,trusted:46,respected:43,respected:42,trusted:43,trusted:42,respected:47,respected:46,accountable:25,entertaining:45,racing:33,commanding:45,playing:40,humming:35,commanding:41,exalted:41,exalted:40,playing:49,respected:44,earthy:28,raving:40,artistic:43,artistic:40,committed:44,committed:45,raving:47,entertaining:43,entertaining:42,entertaining:35,dashing:46,entertaining:44,leading:33,visual:28,trusted:39,respected:38,respected:39,trusted:33,helpful:40,unbiased:36,hardworking:39,advertising:36,accomplished:31,commanding:38,threatening:47,advertising:38,penning:35,celebrated:41,trusted:44,celebrated:44,celebrated:46,celebrated:48,respected:45,lined:33,armed:42,dedicated:40,trusted:41,admired:47,admired:44,excited:38,scholarly:25,published:45,reporting:28,commanding:28,elected:35,devoted:45,playing:33,devoted:46,racing:31
Mata Hari	elegant:46,informed:47
Matt Drudge	writing:35,celebrated:45,celebrated:46,trusted:42,spotted:46,informed:45,informed:44,defended:37,informed:46
Megan Fox	
Mel Brooks	celebrated:44,inspired:36,merry:43,merry:42,producing:36,creative:40,inspired:43,qualified:40,inspired:41,inspired:47,inspired:45,inspired:44
Mel Gibson	artistic:36,exporting:42,celebrated:44,celebrated:45,celebrated:46,celebrated:48,trustful:41,hardened:39,artistic:40,unbalanced:37,armed:42,beloved:47,producing:36,agitated:36,qualified:41
Meryl Streep	celebrated:44,celebrated:45,sophisticated:46,celebrated:48,printed:28,uncontested:40
Mad Max Rockatansky	
Michael Bay	artistic:40,producing:36
Michael Corleone	commanding:47,commanding:41
Michael Jackson	artistic:43,scared:33,entertaining:40,revered:47,questioning:33,trusted:38,inspired:42,accused:37,inspired:44,lined:33,decorated:39,perverted:39,commanding:38,inspired:39,trusted:47,accountable:25,leasing:35,celebrated:42,celebrated:45,celebrated:46,celebrated:47,celebrated:48,accused:42,trusted:42,trusted:41,loved:49,acknowledged:45,admired:45,commanding:44,commanding:41,elected:35,obsessed:47,obsessed:43,exposed:41,spirited:43
Michael Jordan	printed:28,disciplined:44,determined:43,winning:48,leasing:31,winning:46,winning:47,winning:39,armed:42,beloved:47,playing:36,accountable:25,excited:38,dealt:33,beloved:48
Michael Moore	lying:47,lying:46,artistic:40,lying:44,raving:47,campaigning:44,rationalizing:33,whimsical:28,inspired:48,supporting:46,ruthless:43,inspired:41,inspired:40,inspired:47,political:40,political:43,inspired:44,happy:41,playing:39,protesting:37,raving:33,uniformed:42,crafting:31,determined:47,inspired:36,progressive:25,inspired:45,lined:33,honored:35,celebrated:45,entertaining:38,accomplished:37,trusted:47,serving:35,trusted:42,crusading:44,crusading:45,leading:28,producing:36,leading:41,incisive:38,influential:42,primitive:28,encouraging:33,published:41,published:42,stinky:31,published:47,informed:37,disgusting:46,political:28,stuffed:28,leading:39,feathered:36
Michael O'Leary	uncredited:41,uncredited:44,learned:45
Michael Phelps	determined:43,acclaimed:33,temperamental:46,glistening:42,acclaimed:48,acclaimed:47,acclaimed:46,acclaimed:45
Michelangelo	exalted:42,ruling:48,ruling:41
Michelle Obama	faded:48,qualified:40,speaking:31,elected:36,faded:46,elected:41,challenging:43,challenging:40,intuitive:25
Mick Jagger	acknowledged:47,singing:42,beloved:47,distinguished:46,gifted:37,gifted:43,gifted:46,gifted:48,outsourcing:36
Mickey Mouse	commanding:38,cherished:48,towering:47,loved:48,loved:49,loved:47,loved:45
Mike Tyson	killing:46,acknowledged:40,acknowledged:45,fighting:47,beefy:41,beefy:46
Miles Davis	artistic:42,artistic:43,artistic:47,artistic:45,respected:42,respected:44,artistic:36,playing:33,playing:39,bossing:41,undefeated:47,enduring:40,bossing:31
Miss Jane Marple	astute:44,astute:43,loved:47
Moses	hunted:41,hunted:47,accepted:44,revered:47,governing:44,inspired:42,inspired:43,industrious:42,inspired:47,inspired:45,inspired:44,ribbed:31,ruling:47,ruling:41,coached:31,gifted:47,attentive:49,revered:38,attentive:45,leading:40,elected:35,thrilling:44,earthy:28
Mother Teresa	compassionate:47,respected:45,ordained:43
Muhammad Ali	printed:28,adored:40,beloved:47,fighting:46,respected:38,admired:48,inspiring:44,admired:46,admired:47,primitive:28
Benito Mussolini	ruling:47,trusted:41,ruling:41
Adolf Hitler	appreciated:48,ruling:48,ruling:47,ruling:42,appreciated:46,appreciated:47,mutated:36,inhuman:49
Napoleon Bonaparte	worshipped:42
Ned Flanders	adjoining:28,adjoining:40
Neil Armstrong	national:28,disciplined:41,pioneering:42
Nelson Mandela	determined:48,commanding:41,trusted:47,commanding:38,disgruntled:45,disgruntled:44,determined:46,trusted:40,fervent:36,distinguished:48,distinguished:47,distinguished:45
Neville Chamberlain	godly:43
Newt Gingrich	elected:47,speaking:31,feathered:36,elected:41,pertinacious:33,valued:41,astute:45,valued:47,political:43,ranting:42
Nigella Lawson	cooking:38,cooking:37,learned:44
Nikola Tesla	settling:37,celebrated:45,educated:45,pioneering:47,pioneering:46,educated:39,pioneering:43
Noah	writing:35,farming:42,intoxicating:40,winning:39,respected:46,rambling:47,rambling:45,rambling:44,admired:48,admired:47
Noam Chomsky	crusading:33,learned:47,learned:46,learned:45,learned:44,commanding:38,disgruntled:44,disgruntled:40,rambling:47,contemplative:44,smug:25,eminent:45,researching:42,researching:41,informed:37,researching:47,researching:46,researching:45,researching:44
Noël Coward	celebrated:44,inspired:39,inspired:36,inspired:43,thoughtful:47,inspired:45,inspired:44
Norman Rockwell	artistic:42,artistic:47,artistic:45
Nostradamus	
Obi-wan Kenobi	puzzling:45
Mr. Miyagi	
Oprah Winfrey	generous:37,celebrated:45,celebrated:46,celebrated:48,entertaining:40,generous:38,convincing:41,charming:42,generous:47,reigning:39,demonstrating:31,successful:45,outsourcing:36,visiting:35,reigning:47
Orson Welles	artistic:36,artistic:40,speaking:31,celebrated:44,artistic:45,artistic:48,celebrated:47,producing:36,loved:47,inspired:44
Wilbur Wright	artistic:43,artistic:40,marching:37,artistic:36,committed:48,dashing:44,dashing:45,beginning:25,campaigning:41,leading:33,playing:36,playing:35,educated:40,defending:31,shining:45,inspired:41,inspired:40,informed:45,informed:44,inspired:44,trained:39,receptive:31,commanding:37,scholarly:31,uniformed:42,leasing:31,inspired:39,promising:39,promising:38,inspired:46,entertaining:43,trusted:42,penning:35,unbiased:36,distinguished:44,defending:38,accomplished:39,respected:48,respected:42,seasoned:36,supportive:33,accomplished:42,visiting:40,trusted:43,trusted:45,trusted:44,respected:45,respected:44,respected:47,respected:46,accountable:25,humming:35,trusted:41,supervising:43,leading:40,producing:36,admired:47,educated:36,inspired:36,primitive:28,helpful:40,commanding:45,published:42,accomplished:40,accomplished:47,commanding:41,commanding:42,visual:28,teaching:39,accomplished:48,planning:31,elected:35,respected:38,accomplished:31,playing:33,commanding:38,commanding:40,trusted:36
Orville Wright	revered:46
Oscar Wilde	penning:44,biting:38,penning:40,penning:35,penning:36,systematizing:33,penning:46,incisive:37,thoughtful:47,inspired:45
Ozzy Osbourne	artistic:42,artistic:43,close:40,celebrated:45,celebrated:46,celebrated:47,celebrated:48,singing:42,gifted:37,recovering:44,admired:47,powerful:47
P. T. Barnum	
Pablo Picasso	trusted:47,painting:48,artistic:42,artistic:47,artistic:39
Pac Man	predetermined:38,celebrated:37,whining:45,engrossing:45,contrived:45,integrated:43,integrated:40,crafting:31,depraved:45,fascinating:41,fast:35,vital:28,strong:42,charming:41,advertised:36,inspiring:42,ageless:44,beautiful:44,beautiful:47,appealing:45,undisputed:36,inspired:43,isolated:41,lined:33,intriguing:48,miserable:45,intriguing:47,intriguing:45,intriguing:44,functional:28,reigning:43,fighting:44,inspired:31,alive:42,caged:45,isolated:37,fascinating:28,sophisticated:44,sophisticated:48,fighting:37,threatening:44,threatening:46,threatening:40,threatening:42,miserable:33,intuitive:25,threatening:48,quick:47,gnarled:40,revered:47,revered:46,revered:45,selling:36,ruthless:44,inspired:48,ruthless:43,charming:48,inspired:42,inspired:41,inspired:40,inspired:47,inspired:45,inspired:44,devoted:35,happy:47,copyrighted:42,detailed:41,twisted:42,twisted:40,twisted:44,played:38,unexpected:42,dreaming:43,haunting:45,entertaining:49,artistic:46,entertaining:43,entertaining:42,entertaining:40,scripted:37,entertaining:45,entertaining:44,leading:33,visual:28,unconscious:25,trusted:33,crisp:28,shining:40,unbiased:36,frightened:49,frightened:48,singing:41,entertaining:38,commanding:38,frightened:42,frightened:47,frightened:46,blessed:44,cherished:42,cherished:40,celebrated:44,celebrated:45,celebrated:46,cherished:44,celebrated:48,pioneering:42,scripted:42,recorded:28,admired:46,admired:44,commanding:28,integrated:37,welcoming:31,sparkling:45,integrated:33,elevated:43
Niccolò Paganini	
